"GO.ID","Term","Annotated","Significant","Expected","classicFisher","Enrichment"
"GO:0090090","negative regulation of canonical Wnt sig...",128,0,0.2,"1.0000",-0.26
"GO:0090092","regulation of transmembrane receptor pro...",210,0,0.33,"1.0000",-0.41
"GO:0090100","positive regulation of transmembrane rec...",97,0,0.15,"1.0000",-0.2
"GO:0090101","negative regulation of transmembrane rec...",107,0,0.17,"1.0000",-0.23
"GO:0090102","cochlea development",46,0,0.07,"1.0000",-0.1
"GO:0090103","cochlea morphogenesis",24,0,0.04,"1.0000",-0.06
"GO:0090109","regulation of cell-substrate junction as...",64,0,0.1,"1.0000",-0.14
"GO:0090114","COPII-coated vesicle budding",24,0,0.04,"1.0000",-0.06
"GO:0090130","tissue migration",282,0,0.44,"1.0000",-0.53
"GO:0090132","epithelium migration",281,0,0.44,"1.0000",-0.53
"GO:0090140","regulation of mitochondrial fission",31,0,0.05,"1.0000",-0.07
"GO:0090141","positive regulation of mitochondrial fis...",20,0,0.03,"1.0000",-0.04
"GO:0090150","establishment of protein localization to...",238,0,0.37,"1.0000",-0.45
"GO:0090151","establishment of protein localization to...",24,0,0.04,"1.0000",-0.06
"GO:0090162","establishment of epithelial cell polarit...",36,0,0.06,"1.0000",-0.08
"GO:0090169","regulation of spindle assembly",28,0,0.04,"1.0000",-0.06
"GO:0090174","organelle membrane fusion",105,0,0.16,"1.0000",-0.21
"GO:0090175","regulation of establishment of planar po...",42,0,0.07,"1.0000",-0.1
"GO:0090181","regulation of cholesterol metabolic proc...",29,0,0.05,"1.0000",-0.07
"GO:0090183","regulation of kidney development",26,0,0.04,"1.0000",-0.06
"GO:0090199","regulation of release of cytochrome c fr...",48,0,0.07,"1.0000",-0.1
"GO:0090200","positive regulation of release of cytoch...",26,0,0.04,"1.0000",-0.06
"GO:0090201","negative regulation of release of cytoch...",22,0,0.03,"1.0000",-0.04
"GO:0090207","regulation of triglyceride metabolic pro...",38,0,0.06,"1.0000",-0.08
"GO:0090208","positive regulation of triglyceride meta...",21,0,0.03,"1.0000",-0.04
"GO:0090218","positive regulation of lipid kinase acti...",27,0,0.04,"1.0000",-0.06
"GO:0090224","regulation of spindle organization",42,0,0.07,"1.0000",-0.1
"GO:0090263","positive regulation of canonical Wnt sig...",101,0,0.16,"1.0000",-0.21
"GO:0090276","regulation of peptide hormone secretion",188,0,0.29,"1.0000",-0.37
"GO:0090277","positive regulation of peptide hormone s...",103,0,0.16,"1.0000",-0.21
"GO:0090278","negative regulation of peptide hormone s...",55,0,0.09,"1.0000",-0.12
"GO:0090279","regulation of calcium ion import",39,0,0.06,"1.0000",-0.08
"GO:0090280","positive regulation of calcium ion impor...",20,0,0.03,"1.0000",-0.04
"GO:0090287","regulation of cellular response to growt...",259,0,0.4,"1.0000",-0.49
"GO:0090288","negative regulation of cellular response...",87,0,0.14,"1.0000",-0.19
"GO:0090303","positive regulation of wound healing",40,0,0.06,"1.0000",-0.08
"GO:0090305","nucleic acid phosphodiester bond hydroly...",91,0,0.14,"1.0000",-0.19
"GO:0090307","mitotic spindle assembly",67,0,0.1,"1.0000",-0.14
"GO:0090313","regulation of protein targeting to membr...",32,0,0.05,"1.0000",-0.07
"GO:0090314","positive regulation of protein targeting...",26,0,0.04,"1.0000",-0.06
"GO:0090316","positive regulation of intracellular pro...",133,0,0.21,"1.0000",-0.28
"GO:0090317","negative regulation of intracellular pro...",42,0,0.07,"1.0000",-0.1
"GO:0090322","regulation of superoxide metabolic proce...",24,0,0.04,"1.0000",-0.06
"GO:0090329","regulation of DNA-templated DNA replicat...",51,0,0.08,"1.0000",-0.11
"GO:0090330","regulation of platelet aggregation",23,0,0.04,"1.0000",-0.06
"GO:0090335","regulation of brown fat cell differentia...",22,0,0.03,"1.0000",-0.04
"GO:0090382","phagosome maturation",26,0,0.04,"1.0000",-0.06
"GO:0090407","organophosphate biosynthetic process",425,0,0.66,"1.0000",-0.73
"GO:0090501","RNA phosphodiester bond hydrolysis",64,0,0.1,"1.0000",-0.14
"GO:0090502","RNA phosphodiester bond hydrolysis, endo...",27,0,0.04,"1.0000",-0.06
"GO:0090504","epiboly",30,0,0.05,"1.0000",-0.07
"GO:0090505","epiboly involved in wound healing",29,0,0.05,"1.0000",-0.07
"GO:0090559","regulation of membrane permeability",67,0,0.1,"1.0000",-0.14
"GO:0090596","sensory organ morphogenesis",256,0,0.4,"1.0000",-0.49
"GO:0090630","activation of GTPase activity",96,0,0.15,"1.0000",-0.2
"GO:0090659","walking behavior",48,0,0.07,"1.0000",-0.1
"GO:0095500","acetylcholine receptor signaling pathway",26,0,0.04,"1.0000",-0.06
"GO:0097006","regulation of plasma lipoprotein particl...",44,0,0.07,"1.0000",-0.1
"GO:0097009","energy homeostasis",43,0,0.07,"1.0000",-0.1
"GO:0097028","dendritic cell differentiation",26,0,0.04,"1.0000",-0.06
"GO:0097035","regulation of membrane lipid distributio...",46,0,0.07,"1.0000",-0.1
"GO:0097061","dendritic spine organization",103,0,0.16,"1.0000",-0.21
"GO:0097062","dendritic spine maintenance",25,0,0.04,"1.0000",-0.06
"GO:0097106","postsynaptic density organization",38,0,0.06,"1.0000",-0.08
"GO:0097107","postsynaptic density assembly",21,0,0.03,"1.0000",-0.04
"GO:0097120","receptor localization to synapse",73,0,0.11,"1.0000",-0.15
"GO:0097150","neuronal stem cell population maintenanc...",23,0,0.04,"1.0000",-0.06
"GO:0097164","ammonium ion metabolic process",23,0,0.04,"1.0000",-0.06
"GO:0097178","ruffle assembly",43,0,0.07,"1.0000",-0.1
"GO:0097190","apoptotic signaling pathway",550,0,0.86,"1.0000",-0.9
"GO:0097191","extrinsic apoptotic signaling pathway",205,0,0.32,"1.0000",-0.4
"GO:0097192","extrinsic apoptotic signaling pathway in...",63,0,0.1,"1.0000",-0.14
"GO:0097193","intrinsic apoptotic signaling pathway",279,0,0.43,"1.0000",-0.52
"GO:0097194","execution phase of apoptosis",57,0,0.09,"1.0000",-0.12
"GO:0097205","renal filtration",24,0,0.04,"1.0000",-0.06
"GO:0097237","cellular response to toxic substance",42,0,0.07,"1.0000",-0.1
"GO:0097242","amyloid-beta clearance",31,0,0.05,"1.0000",-0.07
"GO:0097254","renal tubular secretion",29,0,0.05,"1.0000",-0.07
"GO:0097284","hepatocyte apoptotic process",20,0,0.03,"1.0000",-0.04
"GO:0097300","programmed necrotic cell death",39,0,0.06,"1.0000",-0.08
"GO:0097305","response to alcohol",125,0,0.19,"1.0000",-0.25
"GO:0097306","cellular response to alcohol",68,0,0.11,"1.0000",-0.15
"GO:0097320","plasma membrane tubulation",21,0,0.03,"1.0000",-0.04
"GO:0097345","mitochondrial outer membrane permeabiliz...",31,0,0.05,"1.0000",-0.07
"GO:0097352","autophagosome maturation",48,0,0.07,"1.0000",-0.1
"GO:0097435","supramolecular fiber organization",670,0,1.04,"1.0000",-1.03
"GO:0097479","synaptic vesicle localization",58,0,0.09,"1.0000",-0.12
"GO:0097484","dendrite extension",43,0,0.07,"1.0000",-0.1
"GO:0097485","neuron projection guidance",232,0,0.36,"1.0000",-0.44
"GO:0097553","calcium ion transmembrane import into cy...",115,0,0.18,"1.0000",-0.24
"GO:0097581","lamellipodium organization",90,0,0.14,"1.0000",-0.19
"GO:0097696","receptor signaling pathway via STAT",105,0,0.16,"1.0000",-0.21
"GO:0097720","calcineurin-mediated signaling",43,0,0.07,"1.0000",-0.1
"GO:0097722","sperm motility",92,0,0.14,"1.0000",-0.19
"GO:0097734","extracellular exosome biogenesis",21,0,0.03,"1.0000",-0.04
"GO:0097746","blood vessel diameter maintenance",142,0,0.22,"1.0000",-0.29
"GO:0098534","centriole assembly",42,0,0.07,"1.0000",-0.1
"GO:0098586","cellular response to virus",57,0,0.09,"1.0000",-0.12
"GO:0098656","anion transmembrane transport",167,0,0.26,"1.0000",-0.33
"GO:0098657","import into cell",198,0,0.31,"1.0000",-0.39
"GO:0098659","inorganic cation import across plasma me...",90,0,0.14,"1.0000",-0.19
"GO:0098661","inorganic anion transmembrane transport",62,0,0.1,"1.0000",-0.14
"GO:0098698","postsynaptic specialization assembly",28,0,0.04,"1.0000",-0.06
"GO:0098703","calcium ion import across plasma membran...",25,0,0.04,"1.0000",-0.06
"GO:0098727","maintenance of cell number",152,0,0.24,"1.0000",-0.31
"GO:0098739","import across plasma membrane",153,0,0.24,"1.0000",-0.31
"GO:0098742","cell-cell adhesion via plasma-membrane a...",183,0,0.29,"1.0000",-0.37
"GO:0098751","bone cell development",36,0,0.06,"1.0000",-0.08
"GO:0098754","detoxification",46,0,0.07,"1.0000",-0.1
"GO:0098773","skin epidermis development",93,0,0.14,"1.0000",-0.19
"GO:0098780","response to mitochondrial depolarisation",24,0,0.04,"1.0000",-0.06
"GO:0098781","ncRNA transcription",46,0,0.07,"1.0000",-0.1
"GO:0098801","regulation of renal system process",37,0,0.06,"1.0000",-0.08
"GO:0098810","neurotransmitter reuptake",29,0,0.05,"1.0000",-0.07
"GO:0098813","nuclear chromosome segregation",237,0,0.37,"1.0000",-0.45
"GO:0098815","modulation of excitatory postsynaptic po...",59,0,0.09,"1.0000",-0.12
"GO:0098868","bone growth",30,0,0.05,"1.0000",-0.07
"GO:0098869","cellular oxidant detoxification",20,0,0.03,"1.0000",-0.04
"GO:0098876","vesicle-mediated transport to the plasma...",140,0,0.22,"1.0000",-0.29
"GO:0098877","neurotransmitter receptor transport to p...",22,0,0.03,"1.0000",-0.04
"GO:0098884","postsynaptic neurotransmitter receptor i...",26,0,0.04,"1.0000",-0.06
"GO:0098900","regulation of action potential",61,0,0.1,"1.0000",-0.14
"GO:0098901","regulation of cardiac muscle cell action...",22,0,0.03,"1.0000",-0.04
"GO:0098926","postsynaptic signal transduction",42,0,0.07,"1.0000",-0.1
"GO:0098927","vesicle-mediated transport between endos...",43,0,0.07,"1.0000",-0.1
"GO:0098930","axonal transport",65,0,0.1,"1.0000",-0.14
"GO:0098962","regulation of postsynaptic neurotransmit...",20,0,0.03,"1.0000",-0.04
"GO:0098969","neurotransmitter receptor transport to p...",20,0,0.03,"1.0000",-0.04
"GO:0099003","vesicle-mediated transport in synapse",246,0,0.38,"1.0000",-0.46
"GO:0099010","modification of postsynaptic structure",27,0,0.04,"1.0000",-0.06
"GO:0099024","plasma membrane invagination",60,0,0.09,"1.0000",-0.12
"GO:0099054","presynapse assembly",50,0,0.08,"1.0000",-0.11
"GO:0099068","postsynapse assembly",32,0,0.05,"1.0000",-0.07
"GO:0099072","regulation of postsynaptic membrane neur...",89,0,0.14,"1.0000",-0.19
"GO:0099084","postsynaptic specialization organization",44,0,0.07,"1.0000",-0.1
"GO:0099111","microtubule-based transport",205,0,0.32,"1.0000",-0.4
"GO:0099149","regulation of postsynaptic neurotransmit...",21,0,0.03,"1.0000",-0.04
"GO:0099170","postsynaptic modulation of chemical syna...",23,0,0.04,"1.0000",-0.06
"GO:0099172","presynapse organization",56,0,0.09,"1.0000",-0.12
"GO:0099173","postsynapse organization",206,0,0.32,"1.0000",-0.4
"GO:0099174","regulation of presynapse organization",40,0,0.06,"1.0000",-0.08
"GO:0099175","regulation of postsynapse organization",112,0,0.17,"1.0000",-0.23
"GO:0099177","regulation of trans-synaptic signaling",497,0,0.77,"1.0000",-0.82
"GO:0099500","vesicle fusion to plasma membrane",22,0,0.03,"1.0000",-0.04
"GO:0099504","synaptic vesicle cycle",220,0,0.34,"1.0000",-0.42
"GO:0099518","vesicle cytoskeletal trafficking",69,0,0.11,"1.0000",-0.15
"GO:0099560","synaptic membrane adhesion",35,0,0.05,"1.0000",-0.07
"GO:0099563","modification of synaptic structure",35,0,0.05,"1.0000",-0.07
"GO:0099565","chemical synaptic transmission, postsyna...",105,0,0.16,"1.0000",-0.21
"GO:0099587","inorganic ion import across plasma membr...",90,0,0.14,"1.0000",-0.19
"GO:0099590","neurotransmitter receptor internalizatio...",33,0,0.05,"1.0000",-0.07
"GO:0099601","regulation of neurotransmitter receptor ...",61,0,0.1,"1.0000",-0.14
"GO:0099622","cardiac muscle cell membrane repolarizat...",29,0,0.05,"1.0000",-0.07
"GO:0099623","regulation of cardiac muscle cell membra...",23,0,0.04,"1.0000",-0.06
"GO:0099625","ventricular cardiac muscle cell membrane...",22,0,0.03,"1.0000",-0.04
"GO:0099633","protein localization to postsynaptic spe...",29,0,0.05,"1.0000",-0.07
"GO:0099637","neurotransmitter receptor transport",29,0,0.05,"1.0000",-0.07
"GO:0099643","signal release from synapse",175,0,0.27,"1.0000",-0.34
"GO:0099645","neurotransmitter receptor localization t...",29,0,0.05,"1.0000",-0.07
"GO:0101023","vascular endothelial cell proliferation",23,0,0.04,"1.0000",-0.06
"GO:0104004","cellular response to environmental stimu...",243,0,0.38,"1.0000",-0.46
"GO:0106027","neuron projection organization",111,0,0.17,"1.0000",-0.23
"GO:0106030","neuron projection fasciculation",25,0,0.04,"1.0000",-0.06
"GO:0106056","regulation of calcineurin-mediated signa...",31,0,0.05,"1.0000",-0.07
"GO:0106106","cold-induced thermogenesis",130,0,0.2,"1.0000",-0.26
"GO:0110020","regulation of actomyosin structure organ...",101,0,0.16,"1.0000",-0.21
"GO:0110053","regulation of actin filament organizatio...",249,0,0.39,"1.0000",-0.48
"GO:0110110","positive regulation of animal organ morp...",32,0,0.05,"1.0000",-0.07
"GO:0110148","biomineralization",142,0,0.22,"1.0000",-0.29
"GO:0110149","regulation of biomineralization",85,0,0.13,"1.0000",-0.18
"GO:0110150","negative regulation of biomineralization",21,0,0.03,"1.0000",-0.04
"GO:0110151","positive regulation of biomineralization",48,0,0.07,"1.0000",-0.1
"GO:0120031","plasma membrane bounded cell projection ...",512,0,0.8,"1.0000",-0.85
"GO:0120032","regulation of plasma membrane bounded ce...",190,0,0.3,"1.0000",-0.38
"GO:0120033","negative regulation of plasma membrane b...",32,0,0.05,"1.0000",-0.07
"GO:0120034","positive regulation of plasma membrane b...",108,0,0.17,"1.0000",-0.23
"GO:0120035","regulation of plasma membrane bounded ce...",693,0,1.08,"1.0000",-1.06
"GO:0120036","plasma membrane bounded cell projection ...",1520,0,2.37,"1.0000",-1.75
"GO:0120039","plasma membrane bounded cell projection ...",689,0,1.07,"1.0000",-1.05
"GO:0120161","regulation of cold-induced thermogenesis",130,0,0.2,"1.0000",-0.26
"GO:0120162","positive regulation of cold-induced ther...",85,0,0.13,"1.0000",-0.18
"GO:0120163","negative regulation of cold-induced ther...",43,0,0.07,"1.0000",-0.1
"GO:0120178","steroid hormone biosynthetic process",23,0,0.04,"1.0000",-0.06
"GO:0120192","tight junction assembly",57,0,0.09,"1.0000",-0.12
"GO:0120193","tight junction organization",63,0,0.1,"1.0000",-0.14
"GO:0120254","olefinic compound metabolic process",75,0,0.12,"1.0000",-0.16
"GO:0120255","olefinic compound biosynthetic process",20,0,0.03,"1.0000",-0.04
"GO:0120261","regulation of heterochromatin organizati...",25,0,0.04,"1.0000",-0.06
"GO:0120316","sperm flagellum assembly",31,0,0.05,"1.0000",-0.07
"GO:0140013","meiotic nuclear division",144,0,0.22,"1.0000",-0.29
"GO:0140014","mitotic nuclear division",258,0,0.4,"1.0000",-0.49
"GO:0140029","exocytic process",87,0,0.14,"1.0000",-0.19
"GO:0140053","mitochondrial gene expression",110,0,0.17,"1.0000",-0.23
"GO:0140056","organelle localization by membrane tethe...",77,0,0.12,"1.0000",-0.16
"GO:0140058","neuron projection arborization",30,0,0.05,"1.0000",-0.07
"GO:0140112","extracellular vesicle biogenesis",23,0,0.04,"1.0000",-0.06
"GO:0140115","export across plasma membrane",52,0,0.08,"1.0000",-0.11
"GO:0140238","presynaptic endocytosis",68,0,0.11,"1.0000",-0.15
"GO:0140239","postsynaptic endocytosis",26,0,0.04,"1.0000",-0.06
"GO:0140253","cell-cell fusion",47,0,0.07,"1.0000",-0.1
"GO:0140352","export from cell",798,0,1.24,"1.0000",-1.16
"GO:0140353","lipid export from cell",47,0,0.07,"1.0000",-0.1
"GO:0140448","signaling receptor ligand precursor proc...",22,0,0.03,"1.0000",-0.04
"GO:0140527","reciprocal homologous recombination",36,0,0.06,"1.0000",-0.08
"GO:0140694","non-membrane-bounded organelle assembly",340,0,0.53,"1.0000",-0.61
"GO:0140718","facultative heterochromatin assembly",33,0,0.05,"1.0000",-0.07
"GO:0150063","visual system development",339,0,0.53,"1.0000",-0.61
"GO:0150076","neuroinflammatory response",50,0,0.08,"1.0000",-0.11
"GO:0150104","transport across blood-brain barrier",20,0,0.03,"1.0000",-0.04
"GO:0150105","protein localization to cell-cell juncti...",26,0,0.04,"1.0000",-0.06
"GO:0150115","cell-substrate junction organization",103,0,0.16,"1.0000",-0.21
"GO:0150116","regulation of cell-substrate junction or...",69,0,0.11,"1.0000",-0.15
"GO:0150117","positive regulation of cell-substrate ju...",32,0,0.05,"1.0000",-0.07
"GO:0150146","cell junction disassembly",21,0,0.03,"1.0000",-0.04
"GO:0198738","cell-cell signaling by wnt",396,0,0.62,"1.0000",-0.7
"GO:1900006","positive regulation of dendrite developm...",23,0,0.04,"1.0000",-0.06
"GO:1900015","regulation of cytokine production involv...",38,0,0.06,"1.0000",-0.08
"GO:1900024","regulation of substrate adhesion-depende...",57,0,0.09,"1.0000",-0.12
"GO:1900026","positive regulation of substrate adhesio...",41,0,0.06,"1.0000",-0.08
"GO:1900027","regulation of ruffle assembly",27,0,0.04,"1.0000",-0.06
"GO:1900037","regulation of cellular response to hypox...",20,0,0.03,"1.0000",-0.04
"GO:1900046","regulation of hemostasis",41,0,0.06,"1.0000",-0.08
"GO:1900047","negative regulation of hemostasis",26,0,0.04,"1.0000",-0.06
"GO:1900076","regulation of cellular response to insul...",68,0,0.11,"1.0000",-0.15
"GO:1900077","negative regulation of cellular response...",41,0,0.06,"1.0000",-0.08
"GO:1900078","positive regulation of cellular response...",26,0,0.04,"1.0000",-0.06
"GO:1900087","positive regulation of G1/S transition o...",44,0,0.07,"1.0000",-0.1
"GO:1900101","regulation of endoplasmic reticulum unfo...",23,0,0.04,"1.0000",-0.06
"GO:1900120","regulation of receptor binding",20,0,0.03,"1.0000",-0.04
"GO:1900151","regulation of nuclear-transcribed mRNA c...",27,0,0.04,"1.0000",-0.06
"GO:1900180","regulation of protein localization to nu...",132,0,0.21,"1.0000",-0.28
"GO:1900181","negative regulation of protein localizat...",35,0,0.05,"1.0000",-0.07
"GO:1900182","positive regulation of protein localizat...",83,0,0.13,"1.0000",-0.18
"GO:1900242","regulation of synaptic vesicle endocytos...",23,0,0.04,"1.0000",-0.06
"GO:1900271","regulation of long-term synaptic potenti...",56,0,0.09,"1.0000",-0.12
